Gene,metadata,value,coef,stderr,pval,name,qval,N,N.not.zero,CI_lower,CI_upper,evidence,X,fasta,scaffold,gene_position,start_position,end_position,strandedness,ko_id,kegg_hit,pfam_hits,cazy_ids,cazy_hits,cazy_subfam_ec,cazy_best_hit,bin_taxonomy,CAMPER_id,CAMPER_hits,CAMPER_rank,CAMPER_bitScore,CAMPER_gene_description,CAMPER_module,CAMPER_header,CAMPER_subheader,CAMPER_specific_reaction,CAMPER_oxygen,CAMPER_Notes,Domain,Phylum,Class,Order,Family,Genus,Species,SPRUCE_ID
Gene_959109,WT_drawdown_cm,WT_drawdown_cm,-2.183736868839035,0.9233749590580177,0.02610337631912148,WT_drawdown_cm,0.07323873825413267,28,18,-3.9935517885927494,-0.3739219490853205,Suggestive (FDR < 0.10), 970933,Peat-6-2-2020_S21-spades_concoct.115,Peat-6-2-2020_S21-spades_concoct.115_0,  97,  86969,  87523, 1,K03186,flavin prenyltransferase [EC:2.5.1.129],Flavoprotein [PF02441.24],,,,,Peat-6-2-2020_S21-spades_concoct.115.renamed,K03186,flavin prenyltransferase [EC:2.5.1.129],A, 294.4,flavin prenyltransferase [EC:2.5.1.129],phenol conversion to 4-hydroxybenzoate (anoxic),polyphenols;other_polyphenols;other_polyphenols;phenol,step 1 subunit F,Phenol => 4-Hydroxybenzoate,anoxic,,Archaea,Halobacteriota,Bog-38,Bog-38,Bog-38,Bog-38,Bog-38 sp003139855,SPRUCE 510
Gene_584287,WT_drawdown_cm,WT_drawdown_cm,-1.4310786488504084,0.6078927734573796,0.02672768913291115,WT_drawdown_cm,0.07323873825413267,28,10,-2.622548484826872,-0.23960881287394442,Suggestive (FDR < 0.10), 591396,Peat-17-2-2020_S27-spades_metabat.18,Peat-17-2-2020_S27-spades_metabat.18_121,   4,   4895,   6265, 1,K01912,phenylacetate-CoA ligase [EC:6.2.1.30],"AMP-binding enzyme C-terminal domain [PF14535.11]; AMP-binding enzyme [PF00501.33]; Acyl-protein synthetase, LuxE [PF04443.17]",,,,,Peat-17-2-2020_S27-spades_metabat.18.renamed,K01912,phenylacetate-CoA ligase [EC:6.2.1.30],A, 630.7,paaK;phenylacetate-CoA ligase,phenylacteate degradation (oxic),polyphenols;phenolic_acids;hydroxyphenylacetic_acids;phenylacetic_acid,step 1,phenylacetate => phenylacetyl-CoA,oxic,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,,SPRUCE 2026
Gene_584288,WT_drawdown_cm,WT_drawdown_cm,-1.4310786488504084,0.6078927734573796,0.02672768913291115,WT_drawdown_cm,0.07323873825413267,28,10,-2.622548484826872,-0.23960881287394442,Suggestive (FDR < 0.10), 591397,Peat-17-2-2020_S27-spades_metabat.18,Peat-17-2-2020_S27-spades_metabat.18_121,   4,   4895,   6265, 1,K01912,phenylacetate-CoA ligase [EC:6.2.1.30],"AMP-binding enzyme C-terminal domain [PF14535.11]; AMP-binding enzyme [PF00501.33]; Acyl-protein synthetase, LuxE [PF04443.17]",,,,,Peat-17-2-2020_S27-spades_metabat.18.renamed,K01912,phenylacetate-CoA ligase [EC:6.2.1.30],A, 630.7,paaK;phenylacetate-CoA ligase,phenylacetate conversion to benzoyl-coa (anoxic),polyphenols;phenolic_acids;hydroxyphenylacetic_acids;phenylacetic_acid,step 1,phenylacetate => phenylacetyl-CoA,anoxic,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,,SPRUCE 2026
Gene_359126,WT_drawdown_cm,WT_drawdown_cm,-1.2013626904244121,0.5130250962940287,0.027464526845299753,WT_drawdown_cm,0.07323873825413267,28,14,-2.2068918791607084,-0.19583350168811586,Suggestive (FDR < 0.10), 363387,Peat-13-2-2020_S25-spades_concoct.114,Peat-13-2-2020_S25-spades_concoct.114_319,   1,      2,   1630,-1,K00666,fatty-acyl-CoA synthase [EC:6.2.1.-],AMP-binding enzyme [PF00501.33]; AMP-binding enzyme C-terminal domain [PF13193.11],,,,,Peat-13-2-2020_S25-spades_concoct.114.renamed,D00017,D00017;CarB,A, 329.0,CarB;caffeyl-CoA synthetase ,caffeate respiration (anoxic),polyphenols;phenolic_acids;hydroxycinnamic_acids;caffeic_acid,Subunit B,caffeate => caffeyl-coenzyme A,anoxic,gene cluster,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_A,,SPRUCE 556
Gene_960803,WT_drawdown_cm,WT_drawdown_cm,-2.0749109469795624,0.906222378251466,0.03075631284054417,WT_drawdown_cm,0.07937112991108172,28,18,-3.851106808352436,-0.2987150856066889,Suggestive (FDR < 0.10), 972659,Peat-6-2-2020_S21-spades_concoct.115,Peat-6-2-2020_S21-spades_concoct.115_41,   7,   8816,   9736,-1,K06911,"quercetin 2,3-dioxygenase [EC:1.13.11.24]",Pirin [PF02678.21]; Pirin C-terminal cupin domain [PF05726.18],,,,,Peat-6-2-2020_S21-spades_concoct.115.renamed,K06911,"quercetin 2,3-dioxygenase [EC:1.13.11.24]",A, 290.9,"QueD;quercetin-2,3-dioxygenase",quercetin degradation (oxic),polyphenols;flavonoids;flavonols;quercetin,step 1,"quercetin => 2-(3,4-dihydroxybenzoyloxy)-4,6-dihydroxybenzoate",oxic,,Archaea,Halobacteriota,Bog-38,Bog-38,Bog-38,Bog-38,Bog-38 sp003139855,SPRUCE 510
Gene_585200,WT_drawdown_cm,WT_drawdown_cm,-0.5548337170161532,0.24547957322738903,0.03277052295297075,WT_drawdown_cm,0.08192630738242687,28,11,-1.0359736805418358,-0.07369375349047075,Suggestive (FDR < 0.10), 592317,Peat-17-2-2020_S27-spades_metabat.18,Peat-17-2-2020_S27-spades_metabat.18_272,   3,   2434,   2802,-1,K01607,4-carboxymuconolactone decarboxylase [EC:4.1.1.44],,,,,,Peat-17-2-2020_S27-spades_metabat.18.renamed,K01607,4-carboxymuconolactone decarboxylase [EC:4.1.1.44],A,  33.3,pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44],protocatechuic acid degradation- ortho-cleavage (oxic),polyphenols;phenolic_acids;hydroxybenzoic_acids;protocatechuic_acid,step 3,4-Carboxymuconolactone => 3-Oxoadipate enol-lactone,oxic,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,,SPRUCE 2026
Gene_584799,WT_drawdown_cm,WT_drawdown_cm,-0.41699780873828884,0.1878400268853063,0.03571915352690151,WT_drawdown_cm,0.08659188733794307,28,7,-0.7851642614334892,-0.048831356043088525,Suggestive (FDR < 0.10), 591909,Peat-17-2-2020_S27-spades_metabat.18,Peat-17-2-2020_S27-spades_metabat.18_2,  13,  11835,  12098, 1,K01607,4-carboxymuconolactone decarboxylase [EC:4.1.1.44],,,,,,Peat-17-2-2020_S27-spades_metabat.18.renamed,K01607,4-carboxymuconolactone decarboxylase [EC:4.1.1.44],A,  95.9,pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44],protocatechuic acid degradation- ortho-cleavage (oxic),polyphenols;phenolic_acids;hydroxybenzoic_acids;protocatechuic_acid,step 3,4-Carboxymuconolactone => 3-Oxoadipate enol-lactone,oxic,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,,SPRUCE 2026
Gene_584798,WT_drawdown_cm,WT_drawdown_cm,-0.7597113063601495,0.3470684908206857,0.038154096870774784,WT_drawdown_cm,0.08977434557829361,28,10,-1.4399655483686935,-0.0794570643516056,Suggestive (FDR < 0.10), 591908,Peat-17-2-2020_S27-spades_metabat.18,Peat-17-2-2020_S27-spades_metabat.18_2,  12,  11510,  11752, 1,K01607,4-carboxymuconolactone decarboxylase [EC:4.1.1.44],Carboxymuconolactone decarboxylase family [PF02627.25],,,,,Peat-17-2-2020_S27-spades_metabat.18.renamed,K01607,4-carboxymuconolactone decarboxylase [EC:4.1.1.44],A,  51.3,pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44],protocatechuic acid degradation- ortho-cleavage (oxic),polyphenols;phenolic_acids;hydroxybenzoic_acids;protocatechuic_acid,step 3,4-Carboxymuconolactone => 3-Oxoadipate enol-lactone,oxic,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,,SPRUCE 2026
Gene_358823,WT_drawdown_cm,WT_drawdown_cm,-0.5917495015533011,0.27810734776236673,0.04558524180003463,WT_drawdown_cm,0.10130053733341028,28,8,-1.13683990316754,-0.046659099939062254,Exploratory (nominal P < 0.05 only), 363079,Peat-13-2-2020_S25-spades_concoct.114,Peat-13-2-2020_S25-spades_concoct.114_252,   2,    565,   1377,-1,K01055,3-oxoadipate enol-lactonase [EC:3.1.1.24],"Serine aminopeptidase, S33 [PF12146.13]; alpha/beta hydrolase fold [PF00561.25]; Alpha/beta hydrolase family [PF12697.12]; X-Pro dipeptidyl-peptidase (S15 family) [PF02129.23]; Prolyl oligopeptidase family [PF00326.26]; TAP-like protein [PF08386.15]; Alpha/beta hydrolase of unknown function (DUF1057) [PF06342.17]",,,,,Peat-13-2-2020_S25-spades_concoct.114.renamed,K01055,3-oxoadipate enol-lactonase [EC:3.1.1.24],A, 223.9,pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24],protocatechuic acid degradation- ortho-cleavage (oxic),polyphenols;phenolic_acids;hydroxybenzoic_acids;protocatechuic_acid,step 4,3-Oxoadipate enol-lactone => 3-Oxoadipate,oxic,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_A,,SPRUCE 556
Gene_358824,WT_drawdown_cm,WT_drawdown_cm,-0.5917495015533011,0.27810734776236673,0.04558524180003463,WT_drawdown_cm,0.10130053733341028,28,8,-1.13683990316754,-0.046659099939062254,Exploratory (nominal P < 0.05 only), 363080,Peat-13-2-2020_S25-spades_concoct.114,Peat-13-2-2020_S25-spades_concoct.114_252,   2,    565,   1377,-1,K01055,3-oxoadipate enol-lactonase [EC:3.1.1.24],"Serine aminopeptidase, S33 [PF12146.13]; alpha/beta hydrolase fold [PF00561.25]; Alpha/beta hydrolase family [PF12697.12]; X-Pro dipeptidyl-peptidase (S15 family) [PF02129.23]; Prolyl oligopeptidase family [PF00326.26]; TAP-like protein [PF08386.15]; Alpha/beta hydrolase of unknown function (DUF1057) [PF06342.17]",,,,,Peat-13-2-2020_S25-spades_concoct.114.renamed,K01055,3-oxoadipate enol-lactonase [EC:3.1.1.24],A, 223.9,pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24],catechol degradation- ortho cleavage (oxic),polyphenols;other_polyphenols;other_polyphenols;catechol,Step 4,3-Oxoadipate enol-lactone => 3-Oxoadipate,oxic,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_A,,SPRUCE 556
