Gene,metadata,value,coef,stderr,pval,name,qval,N,N.not.zero,CI_lower,CI_upper,evidence,X,fasta,scaffold,gene_position,start_position,end_position,strandedness,ko_id,kegg_hit,pfam_hits,cazy_ids,cazy_hits,cazy_subfam_ec,cazy_best_hit,bin_taxonomy,CAMPER_id,CAMPER_hits,CAMPER_rank,CAMPER_bitScore,CAMPER_gene_description,CAMPER_module,CAMPER_header,CAMPER_subheader,CAMPER_specific_reaction,CAMPER_oxygen,CAMPER_Notes,Domain,Phylum,Class,Order,Family,Genus,Species,SPRUCE_ID
Gene_320398,WT_drawdown_cm,WT_drawdown_cm,-2.017760638759815,0.47819063067656375,3.950750920347757e-4,WT_drawdown_cm,0.08322915272199274,28,22,-2.9550142748858796,-1.08050700263375,Suggestive (FDR < 0.10), 324215,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_19,   2,    959,   2974,-1,K01666,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],HMGL-like [PF00682.24],,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,K01666,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],A, 364.4,mhpE; 4-hydroxy-2-oxovalerate aldolase,catechol degradation- meta-cleavage route 2 (oxic),polyphenols;other_polyphenols;other_polyphenols;catechol,route 2 step 4 ,4-hydroxy-2-oxovalerate => pyruvate + acetaldehyde,oxic,,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
Gene_320399,WT_drawdown_cm,WT_drawdown_cm,-2.017760638759815,0.47819063067656375,3.950750920347757e-4,WT_drawdown_cm,0.08322915272199274,28,22,-2.9550142748858796,-1.08050700263375,Suggestive (FDR < 0.10), 324216,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_19,   2,    959,   2974,-1,K01666,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],HMGL-like [PF00682.24],,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,K01666,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],A, 364.4,mhpE; 4-hydroxy-2-oxovalerate aldolase,phenylpropionate degradation (oxic),polyphenols;phenolic_acids;hydroxyphenylpropanoic_acids;3-phenylpropionic_acid,step 6,4-hydroxy-2-oxovalerate => pyruvate + acetaldehyde,oxic,,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
Gene_320400,WT_drawdown_cm,WT_drawdown_cm,-2.017760638759815,0.47819063067656375,3.950750920347757e-4,WT_drawdown_cm,0.08322915272199274,28,22,-2.9550142748858796,-1.08050700263375,Suggestive (FDR < 0.10), 324217,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_19,   2,    959,   2974,-1,K01666,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],HMGL-like [PF00682.24],,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,K01666,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],A, 364.4,mhpE; 4-hydroxy-2-oxovalerate aldolase,trans-cinnamate degradation (oxic),polyphenols;phenolic_acids;hydrxoycinnamic_acids;trans-cinnamate,step 6,4-hydroxy-2-oxovalerate => pyruvate + acetaldehyde,oxic,,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
Gene_320736,WT_drawdown_cm,WT_drawdown_cm,-2.024331754524092,0.5057966594756971,4.9257120039959e-4,WT_drawdown_cm,0.08894428532929739,28,22,-3.0156932070964584,-1.032970301951726,Suggestive (FDR < 0.10), 324554,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_21,  67,  81460,  83256, 1,,,"Acyl-CoA dehydrogenase, C-terminal domain [PF21263.2]; Acyl-CoA dehydrogenase, C-terminal domain [PF00441.29]; Acyl-CoA dehydrogenase, middle domain [PF02770.24]; Acyl-CoA dehydrogenase, N-terminal domain [PF02771.21]",,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,D00016,D00016;CarC,A, 231.0,CarC;caffeyl-CoA reductase ,caffeate respiration (anoxic),polyphenols;phenolic_acids;hydroxycinnamic_acids;caffeic_acid,Subunit C,caffeyl-coA => hydrocaffeyl-coA,anoxic,gene cluster,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
Gene_321087,WT_drawdown_cm,WT_drawdown_cm,-1.9905161628750307,0.5151957679235534,9.226479966277135e-4,WT_drawdown_cm,0.14577838346717872,28,18,-3.0002998680051953,-0.9807324577448662,Exploratory (nominal P < 0.05 only), 324906,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_26,  78, 105236, 106141, 1,K06911,"quercetin 2,3-dioxygenase [EC:1.13.11.24]",Pirin [PF02678.21]; Pirin C-terminal cupin domain [PF05726.18],,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,K06911,"quercetin 2,3-dioxygenase [EC:1.13.11.24]",A, 306.8,"QueD;quercetin-2,3-dioxygenase",quercetin degradation (oxic),polyphenols;flavonoids;flavonols;quercetin,step 1,"quercetin => 2-(3,4-dihydroxybenzoyloxy)-4,6-dihydroxybenzoate",oxic,,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
Gene_89187,WT_drawdown_cm,WT_drawdown_cm,0.6069715127761919,0.17279842133686557,0.0017105622160355951,WT_drawdown_cm,0.2379291356416465,28,7,0.26828660695593537,0.9456564185964484,Exploratory (nominal P < 0.05 only),  90068,Peat-10-2-2022_S42-idba_concoct.112,Peat-10-2-2022_S42-idba_concoct.112_46,  24,  24245,  24991, 1,K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],Enoyl-(Acyl carrier protein) reductase [PF13561.11]; short chain dehydrogenase [PF00106.30]; KR domain [PF08659.15],,,,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__,K19630,4-formylbenzenesulfonate dehydrogenase [EC:1.2.1.62],B, 139.3,tsaC; 4-formylbenzenesulfonate dehydrogenase [EC:1.2.1.62],toluene-4-sulfonate conversion to protocatechuic acid (oxic),non-polyphenol;aromatic_hydrocarbon;toluene-4-sulfonate,step 3,4-formylbenzenesulfonate => 4-sulfobenzoate,oxic,,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Bog-1198,,SPRUCE 2053
Gene_320734,WT_drawdown_cm,WT_drawdown_cm,-2.3660599889540888,0.6885475492922559,0.0020705858323244552,WT_drawdown_cm,0.2379291356416465,28,19,-3.7156131855669106,-1.0165067923412672,Exploratory (nominal P < 0.05 only), 324552,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_21,  65,  79689,  80867, 1,K00632,acetyl-CoA acyltransferase [EC:2.3.1.16],"Thiolase, N-terminal domain [PF00108.28]; Thiolase, C-terminal domain [PF02803.23]; Thiolase C-terminal domain-like [PF22691.1]; PRMT5 arginine-N-methyltransferase [PF05185.21]",,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,K00632,acetyl-CoA acyltransferase [EC:2.3.1.16],A, 546.2,fadA; acetyl-CoA acyltransferase [EC:2.3.1.16],ethylbenzene conversion to benzoyl-coa (anoxic),non-polyphenol;aromatic_hydrocarbon;ethylbenzene,step 5,Benzoylacetyl-CoA => Benzoyl-CoA + Acteyl-CoA,anoxic,,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
Gene_97261,WT_drawdown_cm,WT_drawdown_cm,-0.9144443145513251,0.2744713673106991,0.003122142620106559,WT_drawdown_cm,0.3288656893178909,28,6,-1.4524081944802953,-0.3764804346223549,Exploratory (nominal P < 0.05 only),  98313,Peat-10-2-2022_S42-idba_concoct.73_sub,Peat-10-2-2022_S42-idba_concoct.73_sub_116,   4,   3257,   4021,-1,K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],Enoyl-(Acyl carrier protein) reductase [PF13561.11]; short chain dehydrogenase [PF00106.30]; KR domain [PF08659.15],,,,,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__;s__,D00023,PGR;phloroglucinol reductase,B, 266.4,PGR;phloroglucinol reductase,phloroglucinol degradation (anoxic),polyphenols;other_polyphenols;other_polyphenols;phloroglucinol,step 1,phloroglucinol => dihydrophloroglucinol,anoxic,,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,,,SPRUCE 2057
Gene_319630,WT_drawdown_cm,WT_drawdown_cm,-1.8702120297494742,0.6223694893507569,0.007004831081713844,WT_drawdown_cm,0.6324361776633071,28,24,-3.090056228876958,-0.6503678306219907,Exploratory (nominal P < 0.05 only), 323447,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_13,  55,  60859,  62457, 1,K00294,1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88],Aldehyde dehydrogenase family [PF00171.27],,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,K19629,4-(hydroxymethyl)benzenesulfonate dehydrogenase [EC:1.1.1.257],B, 211.6,tsaD; 4-(hydroxymethyl)benzenesulfonate dehydrogenase [EC:1.1.1.257],toluene-4-sulfonate conversion to protocatechuic acid (oxic),non-polyphenol;aromatic_hydrocarbon;toluene-4-sulfonate,step 2,4-Sulfobenzyl alcohol => 4-formylbenzenesulfonate,oxic,,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
Gene_69946,WT_drawdown_cm,WT_drawdown_cm,0.6374411940206876,0.2270080470261287,0.00952885329495596,WT_drawdown_cm,0.750701537768703,28,3,0.19250542184947533,1.0823769661918998,Exploratory (nominal P < 0.05 only),  70647,Peat-10-2-2021_S32-spades_metabat.10,Peat-10-2-2021_S32-spades_metabat.10_10,  20,  18216,  19769, 1,,,Aldehyde dehydrogenase family [PF00171.27]; Acyl-CoA reductase (LuxC) [PF05893.19],,,,,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__,D00037,D00037;CalB_CAB69493.1,A, 213.0,CalB;coniferyl aldehyde dehydrogenase,coniferyl alcohol conversion to ferulic acid (oxic),polyphenols;other_polyphenols;methoxyphenols;coniferyl_alcohol,Step 2,coniferyl aldehyde => ferulic acid,oxic,,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744,,SPRUCE 2049
Gene_320818,WT_drawdown_cm,WT_drawdown_cm,-1.4805209431884154,0.5535505943465915,0.01299949166046185,WT_drawdown_cm,0.750701537768703,28,13,-2.5654801081077347,-0.3955617782690961,Exploratory (nominal P < 0.05 only), 324636,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_23,  31,  23612,  24355, 1,K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],Enoyl-(Acyl carrier protein) reductase [PF13561.11]; short chain dehydrogenase [PF00106.30]; KR domain [PF08659.15],,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,D00023,PGR;phloroglucinol reductase,B, 291.2,PGR;phloroglucinol reductase,phloroglucinol degradation (anoxic),polyphenols;other_polyphenols;other_polyphenols;phloroglucinol,step 1,phloroglucinol => dihydrophloroglucinol,anoxic,,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
Gene_494260,WT_drawdown_cm,WT_drawdown_cm,-1.5732454930855375,0.5830852638619511,0.013461284612321135,WT_drawdown_cm,0.750701537768703,28,11,-2.716092610254962,-0.4303983759161134,Exploratory (nominal P < 0.05 only), 500143,Peat-16-2-2021_S35-idba_metabat.9_sub,Peat-16-2-2021_S35-idba_metabat.9_sub_13,   3,   2362,   3906, 1,K00138,aldehyde dehydrogenase [EC:1.2.1.-],Aldehyde dehydrogenase family [PF00171.27],,,,,d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-744;s__,K19629,4-(hydroxymethyl)benzenesulfonate dehydrogenase [EC:1.1.1.257],B, 169.8,tsaD; 4-(hydroxymethyl)benzenesulfonate dehydrogenase [EC:1.1.1.257],toluene-4-sulfonate conversion to protocatechuic acid (oxic),non-polyphenol;aromatic_hydrocarbon;toluene-4-sulfonate,step 2,4-Sulfobenzyl alcohol => 4-formylbenzenesulfonate,oxic,,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744,,SPRUCE 2155
Gene_321568,WT_drawdown_cm,WT_drawdown_cm,-1.3838684553931209,0.5246514144602767,0.014151019356560263,WT_drawdown_cm,0.750701537768703,28,25,-2.4121852277352636,-0.3555516830509784,Exploratory (nominal P < 0.05 only), 325416,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_30,  73,  71203,  72738, 1,K22187,alpha-ketoglutaric semialdehyde dehydrogenase [EC:1.2.1.-],Aldehyde dehydrogenase family [PF00171.27],,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,K19629,4-(hydroxymethyl)benzenesulfonate dehydrogenase [EC:1.1.1.257],B, 232.4,tsaD; 4-(hydroxymethyl)benzenesulfonate dehydrogenase [EC:1.1.1.257],toluene-4-sulfonate conversion to protocatechuic acid (oxic),non-polyphenol;aromatic_hydrocarbon;toluene-4-sulfonate,step 2,4-Sulfobenzyl alcohol => 4-formylbenzenesulfonate,oxic,,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
Gene_320552,WT_drawdown_cm,WT_drawdown_cm,-1.1787193930466104,0.4569576651311917,0.016162783215280606,WT_drawdown_cm,0.750701537768703,28,18,-2.074356416703746,-0.28308236938947473,Exploratory (nominal P < 0.05 only), 324370,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_2,  21,  25921,  26691,-1,K03521,electron transfer flavoprotein beta subunit,Electron transfer flavoprotein domain [PF01012.26],,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,D00015,D00015;CarD,B, 127.0,CarD;electron transfer flavoprotein A,caffeate respiration (anoxic),polyphenols;phenolic_acids;hydroxycinnamic_acids;caffeic_acid,Subunit D,electron transfer,anoxic,gene cluster,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
Gene_510904,WT_drawdown_cm,WT_drawdown_cm,0.6390245524597791,0.24644771063012255,0.01697059872944239,WT_drawdown_cm,0.750701537768703,28,4,0.15598703962473887,1.1220620652948192,Exploratory (nominal P < 0.05 only), 516984,Peat-16-2-2021_S35-spades_maxbin.012,Peat-16-2-2021_S35-spades_maxbin.012_17,   8,   7900,   9078,-1,K00481,p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2],FAD binding domain [PF01494.24]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.11],,,,,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,K00481,p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2],A, 588.1,pobA; p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2],benzoate degradation to protocatechuic acid (oxic),non-polyphenol;aromatic_hydrocarbon;benzoic_acid,step 2,"4-hydroxybenzoate => 3,4-dihydroxybenzoate",oxic,,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,RAAP-2,,SPRUCE 2159
Gene_319877,WT_drawdown_cm,WT_drawdown_cm,-0.6170504308465818,0.24324917145248873,0.017808764873045183,WT_drawdown_cm,0.750701537768703,28,5,-1.0938188068934598,-0.14028205479970396,Exploratory (nominal P < 0.05 only), 323694,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_15, 102, 111551, 112345,-1,K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],Enoyl-(Acyl carrier protein) reductase [PF13561.11]; short chain dehydrogenase [PF00106.30]; KR domain [PF08659.15],,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,D00023,PGR;phloroglucinol reductase,A, 334.6,PGR;phloroglucinol reductase,phloroglucinol degradation (anoxic),polyphenols;other_polyphenols;other_polyphenols;phloroglucinol,step 1,phloroglucinol => dihydrophloroglucinol,anoxic,,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
Gene_319180,WT_drawdown_cm,WT_drawdown_cm,-1.0533421582658098,0.4181481240837947,0.018531416271007364,WT_drawdown_cm,0.750701537768703,28,18,-1.8729124814700473,-0.23377183506157218,Exploratory (nominal P < 0.05 only), 322993,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_10,  50,  51937,  53382,-1,,,Aldehyde dehydrogenase family [PF00171.27],,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,K19629,4-(hydroxymethyl)benzenesulfonate dehydrogenase [EC:1.1.1.257],B, 239.4,tsaD; 4-(hydroxymethyl)benzenesulfonate dehydrogenase [EC:1.1.1.257],toluene-4-sulfonate conversion to protocatechuic acid (oxic),non-polyphenol;aromatic_hydrocarbon;toluene-4-sulfonate,step 2,4-Sulfobenzyl alcohol => 4-formylbenzenesulfonate,oxic,,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
Gene_100317,WT_drawdown_cm,WT_drawdown_cm,0.45275315729870486,0.17754284726753888,0.018616641416567634,WT_drawdown_cm,0.750701537768703,28,4,0.10476917665432867,0.800737137943081,Exploratory (nominal P < 0.05 only), 101412,Peat-10-2-2022_S42-idba_concoct.73_sub,Peat-10-2-2022_S42-idba_concoct.73_sub_67,  13,  11157,  11762,-1,K00448,"protocatechuate 3,4-dioxygenase, alpha subunit [EC:1.13.11.3]",Dioxygenase [PF00775.26],,,,,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__;s__,K00448,"protocatechuate 3,4-dioxygenase, alpha subunit [EC:1.13.11.3]",A, 242.5,"pcaG; protocatechuate 3,4-dioxygenase, alpha subunit [EC:1.13.11.3]",protocatechuic acid degradation- ortho-cleavage (oxic),polyphenols;phenolic_acids;hydroxybenzoic_acids;protocatechuic_acid,step 1 subunit A,"3,4-dihydroxybenzoate => 3-Carboxy-cis,cis-muconate",oxic,,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,,,SPRUCE 2057
Gene_373944,WT_drawdown_cm,WT_drawdown_cm,-0.8340314104741202,0.3400327349590985,0.022949524143239985,WT_drawdown_cm,0.750701537768703,28,5,-1.5004955709939534,-0.16756724995428707,Exploratory (nominal P < 0.05 only), 378441,Peat-13-2-2021_S34-idba_metabat.25,Peat-13-2-2021_S34-idba_metabat.25_21,  50,  58642,  60111, 1,K09252,feruloyl esterase [EC:3.1.1.73],Tannase and feruloyl esterase [PF07519.16],,,,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__,K09252,feruloyl esterase [EC:3.1.1.73],A, 385.1,FAEB; feruloyl esterase,lignocellulose depolymerization (oxic or anoxic),non-specific;non-specific;non-specific,Step 1,feruloyl-polysaccharide => ferulic acid + polysaccharide,both,,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Bog-1198,,SPRUCE 275
Gene_322911,WT_drawdown_cm,WT_drawdown_cm,-1.5835157113098686,0.6567871326021549,0.023585973126740642,WT_drawdown_cm,0.750701537768703,28,20,-2.870818491210092,-0.2962129314096449,Exploratory (nominal P < 0.05 only), 326767,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_8,  99, 117168, 118343, 1,K09478,short-chain 2-methylacyl-CoA dehydrogenase [EC:1.3.8.5],"Acyl-CoA dehydrogenase, C-terminal domain [PF00441.29]; Acyl-CoA dehydrogenase, N-terminal domain [PF02771.21]; Acyl-CoA dehydrogenase, middle domain [PF02770.24]; Acyl-CoA dehydrogenase, C-terminal domain [PF08028.16]",,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,D00016,D00016;CarC,A, 297.0,CarC;caffeyl-CoA reductase ,caffeate respiration (anoxic),polyphenols;phenolic_acids;hydroxycinnamic_acids;caffeic_acid,Subunit C,caffeyl-coA => hydrocaffeyl-coA,anoxic,gene cluster,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
Gene_621527,WT_drawdown_cm,WT_drawdown_cm,-0.7761004691447556,0.3237507863522934,0.024315201463847847,WT_drawdown_cm,0.750701537768703,28,6,-1.4106520103952507,-0.14154892789426066,Exploratory (nominal P < 0.05 only), 629224,Peat-17-2-2022_S46-idba_maxbin.004,Peat-17-2-2022_S46-idba_maxbin.004_20,  35,  33742,  34734, 1,K07045,uncharacterized protein,Amidohydrolase [PF04909.19],,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__,D00041,D00041;GARD_GRDC_RHIRD,B, 188.0,"GARD;gamma-resorcylic acid decarboxylase,EC:4.1.1.103",resorcylic acid degradation (oxic),polyphenols;other_polyphenols;other_polyphenols;resorcinol,step 1,gamma-resorcylate => resorcinol,oxic,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,,SPRUCE 2191
Gene_319161,WT_drawdown_cm,WT_drawdown_cm,-0.790625376170742,0.33120534081470926,0.024862509014536394,WT_drawdown_cm,0.750701537768703,28,16,-1.4397878441675722,-0.14146290817391194,Exploratory (nominal P < 0.05 only), 322974,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_10,  33,  31384,  32151,-1,,,"Enoyl-(Acyl carrier protein) reductase [PF13561.11]; short chain dehydrogenase [PF00106.30]; KR domain [PF08659.15]; NAD dependent epimerase/dehydratase family [PF01370.26]; GDP-mannose 4,6 dehydratase [PF16363.10]",,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,K19630,4-formylbenzenesulfonate dehydrogenase [EC:1.2.1.62],B, 126.7,tsaC; 4-formylbenzenesulfonate dehydrogenase [EC:1.2.1.62],toluene-4-sulfonate conversion to protocatechuic acid (oxic),non-polyphenol;aromatic_hydrocarbon;toluene-4-sulfonate,step 3,4-formylbenzenesulfonate => 4-sulfobenzoate,oxic,,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
Gene_373047,WT_drawdown_cm,WT_drawdown_cm,-1.2186335600493294,0.5102961117856678,0.026730572419149917,WT_drawdown_cm,0.750701537768703,28,19,-2.2188139391492383,-0.21845318094942057,Exploratory (nominal P < 0.05 only), 377542,Peat-13-2-2021_S34-idba_metabat.25,Peat-13-2-2021_S34-idba_metabat.25_11,  74,  98276,  99025,-1,K00023,acetoacetyl-CoA reductase [EC:1.1.1.36],Enoyl-(Acyl carrier protein) reductase [PF13561.11]; short chain dehydrogenase [PF00106.30]; KR domain [PF08659.15]; NAD dependent epimerase/dehydratase family [PF01370.26],,,,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__,K14746,(S)-1-phenylethanol dehydrogenase [EC:1.1.1.311],B, 135.4,ped; (S)-1-phenylethanol dehydrogenase [EC:1.1.1.311],ethylbenzene conversion to benzoyl-coa (anoxic),non-polyphenol;aromatic_hydrocarbon;ethylbenzene,step 2,(S)-1-Phenylethanol => Acetophenone,anoxic,,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Bog-1198,,SPRUCE 275
Gene_511247,WT_drawdown_cm,WT_drawdown_cm,0.44886558505266017,0.1896799696688438,0.02760272563395481,WT_drawdown_cm,0.750701537768703,28,4,0.07709284450172632,0.8206383256035941,Exploratory (nominal P < 0.05 only), 517352,Peat-16-2-2021_S35-spades_maxbin.012,Peat-16-2-2021_S35-spades_maxbin.012_23,  13,  13775,  14926,-1,,,Aldehyde dehydrogenase family [PF00171.27],,,,,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__,K19629,4-(hydroxymethyl)benzenesulfonate dehydrogenase [EC:1.1.1.257],B, 205.9,tsaD; 4-(hydroxymethyl)benzenesulfonate dehydrogenase [EC:1.1.1.257],toluene-4-sulfonate conversion to protocatechuic acid (oxic),non-polyphenol;aromatic_hydrocarbon;toluene-4-sulfonate,step 2,4-Sulfobenzyl alcohol => 4-formylbenzenesulfonate,oxic,,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,RAAP-2,RAAP-2,,SPRUCE 2159
Gene_318895,WT_drawdown_cm,WT_drawdown_cm,-1.1693625659419633,0.4998200386521115,0.029478310634127432,WT_drawdown_cm,0.750701537768703,28,17,-2.149009841700102,-0.18971529018382483,Exploratory (nominal P < 0.05 only), 322702,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_1, 101, 108114, 109043,-1,K00074,3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157],"3-hydroxyacyl-CoA dehydrogenase, NAD binding domain [PF02737.23]; 3-hydroxyacyl-CoA dehydrogenase, C-terminal domain [PF00725.27]",,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,K00074,3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157],A, 426.2,paaH; 3-hydroxyadipyl-CoA dehydrogenase,phenylacteate degradation (oxic),polyphenols;phenolic_acids;hydroxyphenylacetic_acids;phenylacetic_acid,step 8,(3S)-hydroxyadipyl-CoA => 3-oxoadipyl-CoA,oxic,,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
